event,id,symbol,direction,status,openedAt,closedAt,entryPrice,exitPrice,entryRef,entryMexcBid,entryMexcAsk,entryMexcBookSpreadPct,exitRef,exitMexcBid,exitMexcAsk,exitMexcBookSpreadPct,qtyUsd,qtyToken,depositAtEntry,allocationPct,depositAfterClose,dexAnchorAtEntry,dexAnchorAtExit,dexSnapshotAtEntry,dexSnapshotAtExit,entrySpreadPct,exitSpreadPct,grossPnlPct,netPnlPct,grossPnlUsd,netPnlUsd,holdMs,openReason,closeReason
CLOSE,c4e00978-773e-4064-b023-d427340f3715,CATE_USDT,SHORT,CLOSED,2026-08-22T02:56:39.106Z,2026-08-22T02:57:44.500Z,0.062715,0.062574,BID,0.062715,0.0628,0.135,ASK,0.06232,0.062574,0.40674491969190546,29.12,464.31667065,97.0654,0.3,97.0959,0.06196,0.06221,1787367397641,1787367463666,1.204,0.1765,0.2248,0.1048,0.0655,0.0305,65394,MEXC above DEX anchor,mean_reverted_profit
OPEN,bb31c511-6eda-430b-a9c8-bc8460751a4b,ZEN_USDT,LONG,OPEN,2026-08-22T03:08:50.127Z,,5.908,,ASK,5.905,5.908,0.051,,,,,29.13,4.93039438,97.0959,0.3,,5.98,,1787368130031,,1.219,,,,,,,MEXC below DEX anchor,
CLOSE,bb31c511-6eda-430b-a9c8-bc8460751a4b,ZEN_USDT,LONG,CLOSED,2026-08-22T03:08:50.127Z,2026-08-22T03:11:11.804Z,5.908,5.795854,ASK,5.905,5.908,0.051,BID,5.789,5.791,0.03454231433507198,29.13,4.93039438,97.0959,0.3,96.508,5.98,5.87,1787368130031,1787368270100,1.219,1.3642,-1.8982,-2.0182,-0.5529,-0.5879,141677,MEXC below DEX anchor,stop_loss
OPEN,12a8033e-8795-4849-8428-5e2181014260,CATE_USDT,SHORT,OPEN,2026-08-22T03:12:51.651Z,,0.061462,,BID,0.061462,0.0615,0.062,,,,,28.95,471.06179428,96.508,0.3,,0.06034,,1787368370123,,1.826,,,,,,,MEXC above DEX anchor,
CLOSE,12a8033e-8795-4849-8428-5e2181014260,CATE_USDT,SHORT,CLOSED,2026-08-22T03:12:51.651Z,2026-08-22T03:14:02.157Z,0.061462,0.061307,BID,0.061462,0.0615,0.062,ASK,0.06111,0.061307,0.32185072334725195,28.95,471.06179428,96.508,0.3,96.5463,0.06034,0.06097,1787368370123,1787368442147,1.826,0.2291,0.2522,0.1322,0.073,0.0383,70506,MEXC above DEX anchor,mean_reverted_profit
OPEN,3790bf23-54fb-4aa3-918e-97cf92e25a53,CATE_USDT,SHORT,OPEN,2026-08-22T03:16:52.286Z,,0.06059,,BID,0.06059,0.060737,0.242,,,,,28.96,478.03086318,96.5463,0.3,,0.05947,,1787368612227,,1.848,,,,,,,MEXC above DEX anchor,
CLOSE,3790bf23-54fb-4aa3-918e-97cf92e25a53,CATE_USDT,SHORT,CLOSED,2026-08-22T03:16:52.286Z,2026-08-22T03:21:19.474Z,0.06059,0.061743,BID,0.06059,0.060737,0.242,ASK,0.061612,0.06176,0.2399247803391406,28.96,478.03086318,96.5463,0.3,95.9606,0.05947,0.06118,1787368612227,1787368878348,1.848,0.7012,-1.9024,-2.0224,-0.5509,-0.5857,267188,MEXC above DEX anchor,stop_loss
OPEN,1df810a8-1326-4dec-b8de-ef6af51593bc,CASHCAT_USDT,SHORT,OPEN,2026-08-22T03:23:01.202Z,,0.12755,,BID,0.12755,0.12779,0.188,,,,,28.79,225.70113681,95.9606,0.3,,0.1251,,1787368980386,,1.921,,,,,,,MEXC above DEX anchor,
CLOSE,1df810a8-1326-4dec-b8de-ef6af51593bc,CASHCAT_USDT,SHORT,CLOSED,2026-08-22T03:23:01.202Z,2026-08-22T03:24:24.913Z,0.12755,0.12726,BID,0.12755,0.12779,0.188,ASK,0.12702,0.12726,0.18876828692781028,28.79,225.70113681,95.9606,0.3,95.9915,0.1251,0.1272,1787368980386,1787369064425,1.921,-0.1417,0.2274,0.1074,0.0655,0.0309,83711,MEXC above DEX anchor,mean_reverted_profit
OPEN,fba7e6cb-125a-4945-83a3-bb5e1216549d,CASHCAT_USDT,SHORT,OPEN,2026-08-22T03:26:15.130Z,,0.12788,,BID,0.12788,0.12795,0.055,,,,,28.8,225.19119487,95.9915,0.3,,0.1261,,1787369174477,,1.392,,,,,,,MEXC above DEX anchor,
CLOSE,fba7e6cb-125a-4945-83a3-bb5e1216549d,CASHCAT_USDT,SHORT,CLOSED,2026-08-22T03:26:15.130Z,2026-08-22T03:29:16.182Z,0.12788,0.130312,BID,0.12788,0.12795,0.055,ASK,0.13005,0.13021,0.12295396910781024,28.8,225.19119487,95.9915,0.3,95.4092,0.1261,0.1279,1787369174477,1787369354700,1.392,1.6532,-1.9019,-2.0219,-0.5478,-0.5823,181052,MEXC above DEX anchor,stop_loss
OPEN,e17e9e73-1473-4e77-8b6f-e348cbc90904,LIT_USDT,LONG,OPEN,2026-08-22T03:32:30.666Z,,3.1003,,ASK,3.1002,3.1003,0.003,,,,,28.62,9.23225494,95.4092,0.3,,3.15,,1787369550643,,1.603,,,,,,,MEXC below DEX anchor,
CLOSE,e17e9e73-1473-4e77-8b6f-e348cbc90904,LIT_USDT,LONG,CLOSED,2026-08-22T03:32:30.666Z,2026-08-22T03:33:33.670Z,3.1003,3.1056,ASK,3.1002,3.1003,0.003,BID,3.1056,3.1057,0.0032199378552061897,28.62,9.23225494,95.4092,0.3,95.4238,3.15,3.094,1787369550643,1787369612669,1.603,-0.3767,0.171,0.051,0.0489,0.0146,63004,MEXC below DEX anchor,mean_reverted_profit
OPEN,0b61d46b-853f-49ff-8ddd-8aff4dee8886,CATE_USDT,LONG,OPEN,2026-08-22T03:39:03.950Z,,0.063043,,ASK,0.06293,0.063043,0.179,,,,,28.63,454.08911378,95.4238,0.3,,0.06396,,1787369942832,,1.455,,,,,,,MEXC below DEX anchor,
CLOSE,0b61d46b-853f-49ff-8ddd-8aff4dee8886,CATE_USDT,LONG,CLOSED,2026-08-22T03:39:03.950Z,2026-08-22T03:39:17.057Z,0.063043,0.061846,ASK,0.06293,0.063043,0.179,BID,0.061674,0.06189,0.3496163931242124,28.63,454.08911378,95.4238,0.3,94.8459,0.06396,0.06396,1787369942832,1787369956833,1.455,3.3446,-1.8986,-2.0186,-0.5436,-0.5779,13107,MEXC below DEX anchor,stop_loss
OPEN,b1281714-8662-4b14-8126-4a39da8b2207,ZORA_USDT,SHORT,OPEN,2026-08-22T03:44:13.747Z,,0.007085,,BID,0.007085,0.007089,0.056,,,,,28.45,4016.05786874,94.8459,0.3,,0.006977,,1787370252990,,1.524,,,,,,,MEXC above DEX anchor,
CLOSE,b1281714-8662-4b14-8126-4a39da8b2207,ZORA_USDT,SHORT,CLOSED,2026-08-22T03:44:13.747Z,2026-08-22T03:44:45.159Z,0.007085,0.007052,BID,0.007085,0.007089,0.056,ASK,0.007047,0.007052,0.07092701610042976,28.45,4016.05786874,94.8459,0.3,94.9443,0.006977,0.00707,1787370252990,1787370285004,1.524,-0.3264,0.4658,0.3458,0.1325,0.0984,31412,MEXC above DEX anchor,mean_reverted_profit
OPEN,e3b9ee31-fc2b-46ab-b453-0e7c4ace8fb6,CASHCAT_USDT,SHORT,OPEN,2026-08-22T03:45:53.212Z,,0.13295,,BID,0.13295,0.13321,0.195,,,,,28.48,214.24061677,94.9443,0.3,,0.1312,,1787370351024,,1.316,,,,,,,MEXC above DEX anchor,
OPEN,eac3cea8-8825-4ab4-bd3a-61a4602a28fc,JIMOTHY_USDT,LONG,OPEN,2026-08-22T03:55:36.579Z,,0.01316,,ASK,0.01312,0.01316,0.304,,,,,28.48,2164.3837386,94.9443,0.3,,0.01334,,1787370935274,,1.368,,,,,,,MEXC below DEX anchor,
CLOSE,e3b9ee31-fc2b-46ab-b453-0e7c4ace8fb6,CASHCAT_USDT,SHORT,CLOSED,2026-08-22T03:45:53.212Z,2026-08-22T03:56:08.224Z,0.13295,0.135478,BID,0.13295,0.13321,0.195,ASK,0.13519,0.13535,0.1182819546092951,28.48,214.24061677,94.9443,0.3,94.3685,0.1312,0.1344,1787370351024,1787370967288,1.316,0.5844,-1.9017,-2.0217,-0.5416,-0.5758,615012,MEXC above DEX anchor,stop_loss
CLOSE,eac3cea8-8825-4ab4-bd3a-61a4602a28fc,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T03:55:36.579Z,2026-08-22T04:00:20.068Z,0.01316,0.01328,ASK,0.01312,0.01316,0.304,BID,0.01328,0.0133,0.15048908954100215,28.48,2164.3837386,94.9443,0.3,94.594,0.01334,0.0133,1787370935274,1787371217920,1.368,0,0.9119,0.7919,0.2597,0.2255,283489,MEXC below DEX anchor,mean_reverted_profit
OPEN,1f2003cd-e3c6-4caa-b992-f3e2a25773f4,JIMOTHY_USDT,LONG,OPEN,2026-08-22T04:03:08.121Z,,0.01348,,ASK,0.01344,0.01348,0.297,,,,,28.38,2105.20771513,94.594,0.3,,0.01369,,1787371387469,,1.558,,,,,,,MEXC below DEX anchor,
CLOSE,1f2003cd-e3c6-4caa-b992-f3e2a25773f4,JIMOTHY_USDT,LONG,CLOSED,2026-08-22T04:03:08.121Z,2026-08-22T04:03:44.942Z,0.01348,0.01356,ASK,0.01344,0.01348,0.297,BID,0.01356,0.01359,0.22099447513812534,28.38,2105.20771513,94.594,0.3,94.7284,0.01369,0.01362,1787371387469,1787371423483,1.558,0.2208,0.5935,0.4735,0.1684,0.1344,36821,MEXC below DEX anchor,mean_reverted_profit
OPEN,1599ed48-a198-4f36-888c-b9f7e5be8f47,MARSCOIN_USDT,SHORT,OPEN,2026-08-22T04:27:38.929Z,,0.03476,,BID,0.03476,0.0348,0.115,,,,,28.42,817.56386651,94.7284,0.3,,0.03434,,1787372858235,,1.208,,,,,,,MEXC above DEX anchor,
CLOSE,1599ed48-a198-4f36-888c-b9f7e5be8f47,MARSCOIN_USDT,SHORT,CLOSED,2026-08-22T04:27:38.929Z,2026-08-22T04:27:51.990Z,0.03476,0.034457,BID,0.03476,0.0348,0.115,ASK,0.03411,0.03454,1.2527312454479238,28.42,817.56386651,94.7284,0.3,94.9417,0.03434,0.03434,1787372858235,1787372870254,1.208,-0.6743,0.8705,0.7505,0.2474,0.2133,13061,MEXC above DEX anchor,trailing_stop
OPEN,3bbf371d-23b1-45a8-a5f9-61b5d8aa2397,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T04:32:36.174Z,,0.0134,,BID,0.0134,0.01344,0.298,,,,,28.48,2125.56044776,94.9417,0.3,,0.01323,,1787373154317,,1.269,,,,,,,MEXC above DEX anchor,
CLOSE,3bbf371d-23b1-45a8-a5f9-61b5d8aa2397,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T04:32:36.174Z,2026-08-22T04:36:39.073Z,0.0134,0.013655,BID,0.0134,0.01344,0.298,ASK,0.01362,0.01366,0.2932551319648102,28.48,2125.56044776,94.9417,0.3,94.3663,0.01323,0.01358,1787373154317,1787373398424,1.269,0.2937,-1.9003,-2.0203,-0.5412,-0.5754,242899,MEXC above DEX anchor,stop_loss
OPEN,7f110559-990d-4363-8080-4fe9d5a1d305,BASECAT_USDT,SHORT,OPEN,2026-08-22T04:42:57.336Z,,0.03462,,BID,0.03462,0.03472,0.288,,,,,28.31,817.7322357,94.3663,0.3,,0.03418,,1787373776596,,1.271,,,,,,,MEXC above DEX anchor,
CLOSE,7f110559-990d-4363-8080-4fe9d5a1d305,BASECAT_USDT,SHORT,CLOSED,2026-08-22T04:42:57.336Z,2026-08-22T04:43:07.821Z,0.03462,0.035278,BID,0.03462,0.03472,0.288,ASK,0.0356,0.0358,0.560224089635851,28.31,817.7322357,94.3663,0.3,93.7941,0.03418,0.03418,1787373776596,1787373786594,1.271,3.9888,-1.9013,-2.0213,-0.5383,-0.5722,10485,MEXC above DEX anchor,stop_loss
OPEN,52693337-4aef-4cc7-85ba-fcd102e399f8,MARSCOIN_USDT,SHORT,OPEN,2026-08-22T04:45:37.115Z,,0.034,,BID,0.034,0.03411,0.323,,,,,28.14,827.595,93.7941,0.3,,0.03357,,1787373936664,,1.265,,,,,,,MEXC above DEX anchor,
CLOSE,52693337-4aef-4cc7-85ba-fcd102e399f8,MARSCOIN_USDT,SHORT,CLOSED,2026-08-22T04:45:37.115Z,2026-08-22T04:47:45.496Z,0.034,0.034647,BID,0.034,0.03411,0.323,ASK,0.03459,0.03498,1.121172919361778,28.14,827.595,93.7941,0.3,93.2252,0.03357,0.03384,1787373936664,1787374064724,1.265,2.1683,-1.9018,-2.0218,-0.5352,-0.5689,128381,MEXC above DEX anchor,stop_loss
OPEN,05c369f6-a8b5-4407-941c-578634a2ebd5,EYE_USDT,SHORT,OPEN,2026-08-22T04:48:38.525Z,,0.001438,,BID,0.001438,0.001443,0.347,,,,,27.97,19448.92906815,93.2252,0.3,,0.001417,,1787374116708,,1.46,,,,,,,MEXC above DEX anchor,
CLOSE,05c369f6-a8b5-4407-941c-578634a2ebd5,EYE_USDT,SHORT,CLOSED,2026-08-22T04:48:38.525Z,2026-08-22T04:51:08.540Z,0.001438,0.001423,BID,0.001438,0.001443,0.347,ASK,0.001417,0.001423,0.42253521126760063,27.97,19448.92906815,93.2252,0.3,93.4834,0.001417,0.001418,1787374116708,1787374266780,1.46,-0.0706,1.0431,0.9231,0.2918,0.2582,150015,MEXC above DEX anchor,mean_reverted_profit
OPEN,b0982ea4-7438-48b4-8660-5a1669fde065,BEAT_USDT,LONG,OPEN,2026-08-22T04:53:38.538Z,,0.1943,,ASK,0.1942,0.1943,0.051,,,,,28.05,144.3387545,93.4834,0.3,,0.1967,,1787374416887,,1.235,,,,,,,MEXC below DEX anchor,
CLOSE,b0982ea4-7438-48b4-8660-5a1669fde065,BEAT_USDT,LONG,CLOSED,2026-08-22T04:53:38.538Z,2026-08-22T04:55:02.393Z,0.1943,0.1947,ASK,0.1942,0.1943,0.051,BID,0.1947,0.1948,0.05134788189986597,28.05,144.3387545,93.4834,0.3,93.5075,0.1967,0.1943,1787374416887,1787374500923,1.235,-0.2567,0.2059,0.0859,0.0577,0.0241,83855,MEXC below DEX anchor,mean_reverted_profit
OPEN,75385699-6fbf-4f57-ba15-3225d715f117,BEAT_USDT,SHORT,OPEN,2026-08-22T04:57:26.855Z,,0.197,,BID,0.197,0.1971,0.051,,,,,28.05,142.39720812,93.5075,0.3,,0.1943,,1787374644981,,1.371,,,,,,,MEXC above DEX anchor,
OPEN,f5641c2e-4884-43fc-80d3-c6a2f5f897c8,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T04:57:44.844Z,,0.013623,,BID,0.013623,0.01366,0.271,,,,,28.05,2059.18299934,93.5075,0.3,,0.01344,,1787374662948,,1.343,,,,,,,MEXC above DEX anchor,
CLOSE,75385699-6fbf-4f57-ba15-3225d715f117,BEAT_USDT,SHORT,CLOSED,2026-08-22T04:57:26.855Z,2026-08-22T04:58:24.547Z,0.197,0.1965,BID,0.197,0.1971,0.051,ASK,0.1964,0.1965,0.050903537795885336,28.05,142.39720812,93.5075,0.3,93.545,0.1943,0.1985,1787374644981,1787374703006,1.371,-1.0692,0.2538,0.1338,0.0712,0.0375,57692,MEXC above DEX anchor,mean_reverted_profit
CLOSE,f5641c2e-4884-43fc-80d3-c6a2f5f897c8,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T04:57:44.844Z,2026-08-22T04:58:37.282Z,0.013623,0.01352,BID,0.013623,0.01366,0.271,ASK,0.01348,0.01352,0.296296296296297,28.05,2059.18299934,93.5075,0.3,93.7234,0.01344,0.01349,1787374662948,1787374716967,1.343,-0.0742,0.7561,0.6361,0.2121,0.1784,52438,MEXC above DEX anchor,mean_reverted_profit
OPEN,9f12a3d2-b2b2-41b1-bb9a-048e15e801bd,ZAMA_USDT,SHORT,OPEN,2026-08-22T04:59:06.613Z,,0.06185,,BID,0.06185,0.06187,0.032,,,,,28.12,454.60016168,93.7234,0.3,,0.06096,,1787374745041,,1.439,,,,,,,MEXC above DEX anchor,
CLOSE,9f12a3d2-b2b2-41b1-bb9a-048e15e801bd,ZAMA_USDT,SHORT,CLOSED,2026-08-22T04:59:06.613Z,2026-08-22T05:01:07.710Z,0.06185,0.06172,BID,0.06185,0.06187,0.032,ASK,0.06171,0.06172,0.01620351616300109,28.12,454.60016168,93.7234,0.3,93.7488,0.06096,0.0618,1787374745041,1787374867113,1.439,-0.1458,0.2102,0.0902,0.0591,0.0254,121097,MEXC above DEX anchor,mean_reverted_profit
OPEN,d6adefd5-db42-4aff-9942-84f826dc2f36,ARX_USDT,SHORT,OPEN,2026-08-22T05:03:13.793Z,,0.1366,,BID,0.1366,0.1367,0.073,,,,,28.12,205.89048316,93.7488,0.3,,0.1338,,1787374993120,,2.05,,,,,,,MEXC above DEX anchor,
OPEN,fbde340d-cfb0-43da-92cf-ed709f5b0d09,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T05:04:21.652Z,,0.01326,,BID,0.01326,0.0133,0.301,,,,,28.12,2121.01357466,93.7488,0.3,,0.01304,,1787375061144,,1.659,,,,,,,MEXC above DEX anchor,
CLOSE,fbde340d-cfb0-43da-92cf-ed709f5b0d09,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T05:04:21.652Z,2026-08-22T05:06:06.840Z,0.01326,0.013032,BID,0.01326,0.0133,0.301,ASK,0.01298,0.01302,0.3076923076923085,28.12,2121.01357466,93.7488,0.3,94.1985,0.01304,0.01286,1787375061144,1787375165186,1.659,0.9245,1.7193,1.5993,0.4835,0.4497,105188,MEXC above DEX anchor,trailing_stop
OPEN,bd5890a3-d3ec-4be3-8ee4-92601789b878,BEAT_USDT,SHORT,OPEN,2026-08-22T05:06:54.696Z,,0.2012,,BID,0.2012,0.2013,0.05,,,,,28.26,140.45501988,94.1985,0.3,,0.1978,,1787375213251,,1.69,,,,,,,MEXC above DEX anchor,
CLOSE,bd5890a3-d3ec-4be3-8ee4-92601789b878,BEAT_USDT,SHORT,CLOSED,2026-08-22T05:06:54.696Z,2026-08-22T05:07:47.621Z,0.2012,0.2002,BID,0.2012,0.2013,0.05,ASK,0.2001,0.2002,0.049962528103916555,28.26,140.45501988,94.1985,0.3,94.305,0.1978,0.202,1787375213251,1787375267305,1.69,-0.9495,0.497,0.377,0.1405,0.1065,52925,MEXC above DEX anchor,mean_reverted_profit
OPEN,29ff7eec-7db0-4eac-b09b-105445acb86f,ZRO_USDT,LONG,OPEN,2026-08-22T05:08:03.622Z,,1.0448,,ASK,1.0447,1.0448,0.01,,,,,28.29,27.07838821,94.305,0.3,,1.06,,1787375283265,,1.455,,,,,,,MEXC below DEX anchor,
CLOSE,d6adefd5-db42-4aff-9942-84f826dc2f36,ARX_USDT,SHORT,CLOSED,2026-08-22T05:03:13.793Z,2026-08-22T05:08:32.415Z,0.1366,0.1359,BID,0.1366,0.1367,0.073,ASK,0.1358,0.1359,0.07361059992638129,28.12,205.89048316,93.7488,0.3,94.4154,0.1338,0.1364,1787374993120,1787375311259,2.05,-0.4418,0.5124,0.3924,0.1441,0.1104,318622,MEXC above DEX anchor,mean_reverted_profit
OPEN,bd81d9d8-df70-4db6-a245-a7653323b29b,TOSHI_USDT,LONG,OPEN,2026-08-22T05:09:06.697Z,,0.000137,,ASK,0.000136,0.000137,0.147,,,,,28.32,206749.05109489,94.4154,0.3,,0.00014,,1787375345310,,2.123,,,,,,,MEXC below DEX anchor,
CLOSE,bd81d9d8-df70-4db6-a245-a7653323b29b,TOSHI_USDT,LONG,CLOSED,2026-08-22T05:09:06.697Z,2026-08-22T05:09:49.651Z,0.000137,0.000135,ASK,0.000136,0.000137,0.147,BID,0.000135,0.0001354,0.29585798816568765,28.32,206749.05109489,94.4154,0.3,93.9401,0.00014,0.0001365,1787375345310,1787375389563,2.123,0.8124,-1.5584,-1.6784,-0.4413,-0.4753,42954,MEXC below DEX anchor,stop_loss
CLOSE,29ff7eec-7db0-4eac-b09b-105445acb86f,ZRO_USDT,LONG,CLOSED,2026-08-22T05:08:03.622Z,2026-08-22T05:09:54.676Z,1.0448,1.024968,ASK,1.0447,1.0448,0.01,BID,1.0256,1.0272,0.15588464536241464,28.29,27.07838821,94.305,0.3,93.3692,1.06,1.039,1787375283265,1787375394084,1.455,1.1488,-1.8982,-2.0182,-0.537,-0.5709,111054,MEXC below DEX anchor,stop_loss
OPEN,3edec219-c2f6-440c-b2f8-454dc2142764,JIMOTHY_USDT,SHORT,OPEN,2026-08-22T05:10:31.778Z,,0.01276,,BID,0.01276,0.0128,0.313,,,,,28.01,2195.20062696,93.3692,0.3,,0.0126,,1787375431318,,1.254,,,,,,,MEXC above DEX anchor,
OPEN,03dea1d1-a69d-436a-8841-173043731c6d,ETH_USDT,LONG,OPEN,2026-08-22T05:10:39.768Z,,2445.92,,ASK,2445.77,2445.92,0.006,,,,,28.01,0.01145203,93.3692,0.3,,2491.83,,1787375439345,,1.877,,,,,,,MEXC below DEX anchor,
CLOSE,03dea1d1-a69d-436a-8841-173043731c6d,ETH_USDT,LONG,CLOSED,2026-08-22T05:10:39.768Z,2026-08-22T05:11:20.090Z,2445.92,2399.491547,ASK,2445.77,2445.92,0.006,BID,2395.18,2395.19,0.0004175042846468344,28.01,0.01145203,93.3692,0.3,92.8039,2491.83,2451.45,1787375439345,1787375479376,1.877,2.3489,-1.8982,-2.0182,-0.5317,-0.5653,40322,MEXC below DEX anchor,stop_loss
CLOSE,3edec219-c2f6-440c-b2f8-454dc2142764,JIMOTHY_USDT,SHORT,CLOSED,2026-08-22T05:10:31.778Z,2026-08-22T05:12:03.010Z,0.01276,0.012571,BID,0.01276,0.0128,0.313,ASK,0.012455,0.01256,0.8394963022186622,28.01,2195.20062696,93.3692,0.3,93.1861,0.0126,0.01159,1787375431318,1787375521995,1.254,6.945,1.4847,1.3647,0.4159,0.3822,91232,MEXC above DEX anchor,trailing_stop
OPEN,25b9466e-9d2c-4976-9d83-d8e52aabc0f1,1000BONK_USDT,LONG,OPEN,2026-08-22T05:12:19.712Z,,0.002977,,ASK,0.002976,0.002977,0.034,,,,,27.96,9390.60463554,93.1861,0.3,,0.003018,,1787375539356,,1.377,,,,,,,MEXC below DEX anchor,
CLOSE,25b9466e-9d2c-4976-9d83-d8e52aabc0f1,1000BONK_USDT,LONG,CLOSED,2026-08-22T05:12:19.712Z,2026-08-22T05:12:51.524Z,0.002977,0.003087,ASK,0.002976,0.002977,0.034,BID,0.003087,0.003088,0.03238866396761563,27.96,9390.60463554,93.1861,0.3,94.1857,0.003018,0.002999,1787375539356,1787375571373,1.377,-2.8821,3.695,3.575,1.0331,0.9996,31812,MEXC below DEX anchor,mean_reverted_profit
OPEN,17cee7a8-3c5b-4023-b4b4-e1d163bca496,LINK_USDC,LONG,OPEN,2026-08-22T05:12:51.649Z,,11.278,,ASK,11.268,11.278,0.089,,,,,28.26,2.50538305,94.1857,0.3,,11.49,,1787375571398,,1.88,,,,,,,MEXC below DEX anchor,
CLOSE,17cee7a8-3c5b-4023-b4b4-e1d163bca496,LINK_USDC,LONG,CLOSED,2026-08-22T05:12:51.649Z,2026-08-22T05:13:53.505Z,11.278,11.524751,ASK,11.268,11.278,0.089,BID,11.523,11.531,0.06940227292444603,28.26,2.50538305,94.1857,0.3,94.7701,11.49,11.66,1787375571398,1787375633436,1.88,1.1187,2.1879,2.0679,0.6183,0.5844,61856,MEXC below DEX anchor,trailing_stop
OPEN,88f019e6-e77d-42bb-b315-c2ebdd6ac144,SOL_USDC,LONG,OPEN,2026-08-22T05:13:58.533Z,,93.17,,ASK,93.16,93.17,0.011,,,,,28.43,0.30515219,94.7701,0.3,,95.58,,1787375637440,,2.587,,,,,,,MEXC below DEX anchor,
OPEN,83fff867-d5dc-49f1-ae87-f64649059c6a,SOL_USD,LONG,OPEN,2026-08-22T05:14:04.306Z,,93.34,,ASK,93.33,93.34,0.011,,,,,28.43,0.30459642,94.7701,0.3,,95.58,,1787375643437,,2.4,,,,,,,MEXC below DEX anchor,
CLOSE,88f019e6-e77d-42bb-b315-c2ebdd6ac144,SOL_USDC,LONG,CLOSED,2026-08-22T05:13:58.533Z,2026-08-22T05:15:06.359Z,93.17,94.082443,ASK,93.16,93.17,0.011,BID,93.92,93.93,0.010646792653718515,28.43,0.30515219,94.7701,0.3,95.0144,95.58,95.29,1787375637440,1787375705466,2.587,1.4479,0.9793,0.8593,0.2784,0.2443,67826,MEXC below DEX anchor,trailing_stop
CLOSE,83fff867-d5dc-49f1-ae87-f64649059c6a,SOL_USD,LONG,CLOSED,2026-08-22T05:14:04.306Z,2026-08-22T05:15:06.514Z,93.34,94.042603,ASK,93.33,93.34,0.011,BID,94.04,94.05,0.01063320750703483,28.43,0.30459642,94.7701,0.3,95.1943,95.58,95.29,1787375643437,1787375705466,2.4,1.3184,0.7527,0.6327,0.214,0.1799,62208,MEXC below DEX anchor,trailing_stop
OPEN,7fe248a2-2a71-4e57-b583-aeb0f606f7f0,PLAY_USDT,SHORT,OPEN,2026-08-22T05:15:22.929Z,,0.03626,,BID,0.03626,0.03633,0.193,,,,,28.56,787.59762824,95.1943,0.3,,0.03576,,1787375721468,,1.379,,,,,,,MEXC above DEX anchor,
CLOSE,7fe248a2-2a71-4e57-b583-aeb0f606f7f0,PLAY_USDT,SHORT,CLOSED,2026-08-22T05:15:22.929Z,2026-08-22T05:16:11.218Z,0.03626,0.03611,BID,0.03626,0.03633,0.193,ASK,0.036,0.03611,0.30508944667870175,28.56,787.59762824,95.1943,0.3,95.2782,0.03576,0.03593,1787375721468,1787375769495,1.379,0.1944,0.4137,0.2937,0.1181,0.0839,48289,MEXC above DEX anchor,mean_reverted_profit
OPEN,c5be9fe9-db8b-4bca-8b5a-0f6ebe181c8a,B3_USDT,LONG,OPEN,2026-08-22T05:17:07.786Z,,0.000475,,ASK,0.000475,0.000475,0.126,,,,,28.58,60175.70526316,95.2782,0.3,,0.000483,,1787375827516,,1.641,,,,,,,MEXC below DEX anchor,
OPEN,255af4f5-566c-4bdd-ad45-5587df3376dc,HYPE_USDC,LONG,OPEN,2026-08-22T05:17:13.535Z,,77.217,,ASK,77.155,77.217,0.08,,,,,28.58,0.37017056,95.2782,0.3,,78.66,,1787375833498,,1.869,,,,,,,MEXC below DEX anchor,
CLOSE,255af4f5-566c-4bdd-ad45-5587df3376dc,HYPE_USDC,LONG,CLOSED,2026-08-22T05:17:13.535Z,2026-08-22T05:17:32.258Z,77.217,77.726082,ASK,77.155,77.217,0.08,BID,77.66,77.677,0.021887895350122793,28.58,0.37017056,95.2782,0.3,95.4323,78.66,77.22,1787375833498,1787375851505,1.869,-0.5883,0.6593,0.5393,0.1884,0.1541,18723,MEXC below DEX anchor,trailing_stop
OPEN,179018a4-7437-4200-ba89-6a13c9cddb19,PENGU_USDT,LONG,OPEN,2026-08-22T05:17:35.157Z,,0.008292,,ASK,0.008291,0.008292,0.012,,,,,28.63,3452.68813314,95.4323,0.3,,0.008637,,1787375853507,,4.161,,,,,,,MEXC below DEX anchor,
CLOSE,c5be9fe9-db8b-4bca-8b5a-0f6ebe181c8a,B3_USDT,LONG,CLOSED,2026-08-22T05:17:07.786Z,2026-08-22T05:17:59.193Z,0.000475,0.000476,ASK,0.000475,0.000475,0.126,BID,0.0004757,0.0004768,0.23097112860891814,28.58,60175.70526316,95.2782,0.3,95.4295,0.000483,0.0004841,1787375827516,1787375877543,1.641,1.531,0.1103,-0.0097,0.0315,-0.0028,51407,MEXC below DEX anchor,trailing_stop
